5.730019e+03  2.883894e+03  1.492740e+01  2.884433e+03  
5.730044e+03  2.859767e+03  1.450738e+01  2.883035e+03  
5.730069e+03  2.845209e+03  1.463593e+01  2.881639e+03  
5.730094e+03  2.857713e+03  1.461513e+01  2.880244e+03  
5.730119e+03  2.835223e+03  1.454107e+01  2.878850e+03  
5.730143e+03  2.835425e+03  1.435777e+01  2.877457e+03  
5.730168e+03  2.845949e+03  1.439012e+01  2.876067e+03  
5.730193e+03  2.856721e+03  1.434931e+01  2.874677e+03  
5.730218e+03  2.846594e+03  1.440881e+01  2.873289e+03  
5.730243e+03  2.853870e+03  1.436389e+01  2.871903e+03  
5.730268e+03  2.859666e+03  1.427958e+01  2.870518e+03  
5.730292e+03  2.848264e+03  1.435133e+01  2.869134e+03  
5.730317e+03  2.850447e+03  1.444311e+01  2.867752e+03  
5.730342e+03  2.864227e+03  1.436525e+01  2.866372e+03  
5.730367e+03  2.868577e+03  1.430164e+01  2.864993e+03  
5.730392e+03  2.871198e+03  1.437232e+01  2.863615e+03  
5.730417e+03  2.858387e+03  1.441352e+01  2.862240e+03  
5.730442e+03  2.839277e+03  1.445601e+01  2.860866e+03  
5.730466e+03  2.842009e+03  1.431613e+01  2.859493e+03  
5.730491e+03  2.862696e+03  1.471234e+01  2.858122e+03  
5.730516e+03  2.846234e+03  1.440695e+01  2.856753e+03  
5.730541e+03  2.836691e+03  1.438131e+01  2.855385e+03  
5.730566e+03  2.852356e+03  1.434562e+01  2.854019e+03  
5.730591e+03  2.852160e+03  1.435413e+01  2.852655e+03  
5.730616e+03  2.835677e+03  1.434423e+01  2.851292e+03  
5.730640e+03  2.854440e+03  1.431229e+01  2.849932e+03  
5.730665e+03  2.856706e+03  1.482980e+01  2.848573e+03  
5.730690e+03  2.828720e+03  1.443967e+01  2.847215e+03  
5.730715e+03  2.833147e+03  1.429064e+01  2.845860e+03  
5.730740e+03  2.829213e+03  1.437263e+01  2.844506e+03  
5.730765e+03  2.818606e+03  1.426084e+01  2.843154e+03  
5.730789e+03  2.830924e+03  1.428141e+01  2.841804e+03  
5.730814e+03  2.838527e+03  1.433137e+01  2.840456e+03  
5.730839e+03  2.851876e+03  1.464977e+01  2.839109e+03  
5.730864e+03  2.831019e+03  1.419222e+01  2.837765e+03  
5.730889e+03  2.823286e+03  1.417694e+01  2.836422e+03  
5.730914e+03  2.823410e+03  1.434533e+01  2.835082e+03  
5.730939e+03  2.847784e+03  1.472626e+01  2.833743e+03  
5.730963e+03  2.829310e+03  1.429317e+01  2.832406e+03  
5.730988e+03  2.845560e+03  1.447991e+01  2.831071e+03  
5.731013e+03  2.857798e+03  1.454733e+01  2.829739e+03  
5.731038e+03  2.856046e+03  1.446829e+01  2.828408e+03  
5.731063e+03  2.861593e+03  1.439801e+01  2.827079e+03  
5.731088e+03  2.863755e+03  1.470639e+01  2.825753e+03  
5.731113e+03  2.826931e+03  1.450824e+01  2.824428e+03  
5.731137e+03  2.819720e+03  1.420369e+01  2.823105e+03  
5.731162e+03  2.829448e+03  1.420074e+01  2.821785e+03  
5.731187e+03  2.820556e+03  1.417323e+01  2.820467e+03  
5.731212e+03  2.790379e+03  1.438851e+01  2.819151e+03  
5.731237e+03  2.811620e+03  1.444011e+01  2.817837e+03  
5.731262e+03  2.832123e+03  1.450099e+01  2.816525e+03  
5.731286e+03  2.814071e+03  1.425262e+01  2.815216e+03  
5.731311e+03  2.811233e+03  1.418043e+01  2.813908e+03  
5.731336e+03  2.784479e+03  1.416319e+01  2.812603e+03  
5.731361e+03  2.781244e+03  1.415012e+01  2.811301e+03  
5.731386e+03  2.788879e+03  1.417706e+01  2.810000e+03  
5.731411e+03  2.780915e+03  1.418297e+01  2.808702e+03  
5.731436e+03  2.793172e+03  1.425278e+01  2.807406e+03  
5.731460e+03  2.802458e+03  1.425771e+01  2.806113e+03  
5.731485e+03  2.800225e+03  1.419099e+01  2.804822e+03  
5.731510e+03  2.801086e+03  1.415941e+01  2.803533e+03  
5.731535e+03  2.808854e+03  1.419294e+01  2.802247e+03  
5.731560e+03  2.805126e+03  1.429900e+01  2.800963e+03  
5.731585e+03  2.792176e+03  1.410329e+01  2.799682e+03  
5.731610e+03  2.792108e+03  1.411630e+01  2.798404e+03  
5.731634e+03  2.787886e+03  1.417954e+01  2.797127e+03  
5.731659e+03  2.790700e+03  1.419183e+01  2.795854e+03  
5.731684e+03  2.792814e+03  1.424325e+01  2.794583e+03  
5.731709e+03  2.768278e+03  1.420781e+01  2.793314e+03  
5.731734e+03  2.771235e+03  1.420914e+01  2.792048e+03  
5.731759e+03  2.781718e+03  1.462740e+01  2.790784e+03  
5.731784e+03  2.779013e+03  1.421853e+01  2.789523e+03  
5.731808e+03  2.782081e+03  1.412032e+01  2.788265e+03  
5.731833e+03  2.794968e+03  1.414228e+01  2.787009e+03  
5.731858e+03  2.798717e+03  1.417105e+01  2.785755e+03  
5.731883e+03  2.791876e+03  1.425491e+01  2.784504e+03  
5.731908e+03  2.800852e+03  1.411001e+01  2.783255e+03  
5.731933e+03  2.788697e+03  1.420512e+01  2.782009e+03  
5.731958e+03  2.797833e+03  1.452235e+01  2.780765e+03  
5.731982e+03  2.800581e+03  1.442728e+01  2.779524e+03  
5.732007e+03  2.803452e+03  1.430270e+01  2.778285e+03  
5.732032e+03  2.796494e+03  1.431137e+01  2.777048e+03  
5.732057e+03  2.780376e+03  1.445009e+01  2.775814e+03  
5.732082e+03  2.771164e+03  1.428815e+01  2.774582e+03  
5.732107e+03  2.762788e+03  1.425219e+01  2.773352e+03  
5.732132e+03  2.767724e+03  1.424178e+01  2.772125e+03  
5.732156e+03  2.799983e+03  1.434258e+01  2.770900e+03  
5.732181e+03  2.819121e+03  1.421993e+01  2.769677e+03  
5.732206e+03  2.809542e+03  1.424584e+01  2.768457e+03  
5.732231e+03  2.796191e+03  1.413834e+01  2.767239e+03  
5.732256e+03  2.783270e+03  1.410384e+01  2.766023e+03  
5.732281e+03  2.773642e+03  1.402207e+01  2.764809e+03  
5.732306e+03  2.784326e+03  1.408374e+01  2.763598e+03  
5.732330e+03  2.794042e+03  1.418044e+01  2.762389e+03  
5.732355e+03  2.780983e+03  1.424550e+01  2.761182e+03  
5.732380e+03  2.775649e+03  1.425175e+01  2.759977e+03  
5.732405e+03  2.794275e+03  1.416183e+01  2.758774e+03  
5.732430e+03  2.780655e+03  1.437464e+01  2.757574e+03  
5.732455e+03  2.754202e+03  1.441685e+01  2.756375e+03  
5.732480e+03  2.715403e+03  1.440926e+01  2.755179e+03  
5.732504e+03  2.745790e+03  1.437068e+01  2.753985e+03  
5.732529e+03  2.773717e+03  1.422127e+01  2.752793e+03  
5.732554e+03  2.742176e+03  1.417948e+01  2.751603e+03  
5.732579e+03  2.744303e+03  1.404473e+01  2.750415e+03  
5.732604e+03  2.751594e+03  1.412055e+01  2.749229e+03  
5.732629e+03  2.747802e+03  1.418126e+01  2.748045e+03  
5.732654e+03  2.753996e+03  1.407404e+01  2.746863e+03  
5.732678e+03  2.748408e+03  1.407746e+01  2.745684e+03  
5.732703e+03  2.738391e+03  1.420867e+01  2.744506e+03  
5.732728e+03  2.716140e+03  1.431175e+01  2.743330e+03  
5.732753e+03  2.727158e+03  1.416510e+01  2.742156e+03  
5.732778e+03  2.737742e+03  1.415023e+01  2.740984e+03  
5.732803e+03  2.752102e+03  1.404641e+01  2.739813e+03  
5.732828e+03  2.751276e+03  1.443653e+01  2.738645e+03  
5.732852e+03  2.722377e+03  1.412660e+01  2.737479e+03  
5.732877e+03  2.732697e+03  1.413028e+01  2.736314e+03  
5.732902e+03  2.743775e+03  1.431782e+01  2.735151e+03  
5.732927e+03  2.713695e+03  1.403801e+01  2.733991e+03  
5.732952e+03  2.718887e+03  1.414807e+01  2.732831e+03  
5.732977e+03  2.729660e+03  1.405243e+01  2.731674e+03  
5.733002e+03  2.725430e+03  1.408295e+01  2.730519e+03  
